ts_code,fund_name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,C_flg
880006.OF,招商资管核心优势D,招商资管,中国建设银行,混合型,20220808,,,20220808,,,,0.2,,1.0,,,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%,L,混合型,契约型开放式,,,20220808,O,0
016237.OF,华夏数字经济龙头A,华夏基金,中国银行,混合型,20220805,,,20220713,,0.2089,1.2,0.2,,1.0,0.0001,,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20220905,20220905,O,0
014961.OF,中融兴鸿优选A,国联基金,兴业银行,混合型,20220803,,,20220705,,1.5583,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率*15%,L,混合型,契约型开放式,,20230803,20230803,O,0
014987.OF,华安产业趋势A,华安基金,中国农业银行,混合型,20220803,,,20220712,,5.5356,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20221101,20221101,O,0
015914.OF,申万菱信养老目标日期2040三年持有,申万菱信基金,交通银行,混合型,20220802,,,20220613,,0.2203,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,混合型,契约型开放式,,20220811,,O,0
016101.OF,申万菱信碳中和智选A,申万菱信基金,杭州银行,混合型,20220802,,,20220704,,0.175,1.5,0.25,,1.0,0.0001,,中证内地低碳经济主题指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220906,20220906,O,0
014040.OF,民生加银金融优选A,民生加银基金,华夏银行,混合型,20220802,,,20220701,,0.4126,1.5,0.25,,1.0,0.001,,中证800金融指数收益率*65%+中债国债总全价(总值)指数收益率*20%+中证香港300金融服务指数(人民币)收益率*15%,L,混合型,契约型开放式,,20220905,20220905,O,0
015264.OF,中泰星汇平衡三个月持有A,中泰资管,华夏银行,混合型,20220802,,,20220718,,1.4602,0.8,0.2,,1.0,0.001,,中证800指数收益率*50%+中债综合指数收益率*50%,L,混合型,契约型开放式,,20221102,20221102,O,0
015541.OF,大成丰华稳健六个月持有,大成基金,招商银行,混合型,20220802,,,20220711,,0.3013,0.6,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*15%,L,混合型,契约型开放式,,20221028,20230202,O,0
015137.OF,国富均衡增长A,国海富兰克林基金,招商银行,混合型,20220802,,,20220718,,5.425,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20221102,20221102,O,0
015663.OF,易米开鑫价值优选A,易米基金,兴业银行,混合型,20220802,,,20220627,,4.2057,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中债综合全价(总值)指数*25%+中证港股通综合指数(人民币)收益率*15%,L,混合型,契约型开放式,,20221024,20221024,O,0
015100.OF,华泰柏瑞低碳经济智选A,华泰柏瑞基金,中国建设银行,混合型,20220802,,,20220711,,6.9672,1.5,0.25,,1.0,0.0001,,中证500指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20221101,20221101,O,0
015696.OF,农银汇理绿色能源精选,农银汇理基金,招商银行,混合型,20220802,,,20220704,,6.4666,1.2,0.2,,1.0,0.001,,中证新能源指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20220919,20220919,O,0
015131.OF,鹏扬稳健优选一年持有A,鹏扬基金,中国邮政储蓄银行,混合型,20220802,,,20220718,,2.3151,0.8,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+中证800指数收益率*10%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220902,20230801,O,0
015578.OF,南方宝祥A,南方基金,北京银行,混合型,20220802,,,20220511,,2.0363,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20221101,20221101,O,0
015749.OF,博时优享回报A,博时基金,中国工商银行,混合型,20220802,,,20220525,,5.2145,1.2,0.2,,1.0,0.0001,,中证800指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20221102,20221102,O,0
014788.OF,长城产业趋势A,长城基金,中国银行,混合型,20220802,,,20220623,,21.8151,1.5,0.25,,1.0,0.0001,,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20221010,20221010,O,0
015268.OF,招商瑞联1年持有A,招商基金,财通证券,混合型,20220802,,,20220718,,2.3,1.0,0.15,,1.0,0.0001,,中债综合(全价)指数收益率*75%+沪深300指数收益率*20%+恒生综合指数收益率(经汇率调整后)*5%,L,混合型,契约型开放式,,20221202,20230802,O,0
016128.OF,景顺长城中证红利低波动100联接A,景顺长城基金,交通银行,股票型,20220802,,,20220718,,0.1087,0.5,0.1,,1.0,0.0001,,中证红利低波动100指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220810,20220810,O,0
014408.OF,创金合信兴选产业趋势A,创金合信基金,兴业银行,混合型,20220802,,,20220429,,1.3631,1.5,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20230802,20230802,O,0
011964.OF,泰康中证500联接A,泰康基金,招商银行,股票型,20220801,,,20220429,,0.0302,0.4,0.1,,1.0,0.001,,中证500指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220815,20220815,O,0
015135.OF,工银专精特新A,工银瑞信基金,中国农业银行,混合型,20220801,,,20220714,,3.2287,1.2,0.2,,1.0,0.0001,,中证1000指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20220901,20220901,O,0
015889.OF,富国中证500基本面精选A,富国基金,中国工商银行,股票型,20220729,,,20220714,,0.9899,1.2,0.2,,1.0,0.001,,中证500全收益指数收益率*80%+恒生指数收益率(使用汇率估值折算)*10%+中债综合全价指数收益率*10%,L,股票型,契约型开放式,,20221010,20221010,O,0
920187.OF,中金丰裕稳健一年持有A,中金公司,中国银行,混合型,20220729,,,20220729,,,0.6,0.1,,1.0,,,中债新综合指数(财富)收益率*85%+中证800指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,20220801,20220801,O,0
011563.OF,淳厚利加A,淳厚基金,兴业银行,混合型,20220729,,,20220620,,0.0124,0.6,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+经人民币汇率调整的中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20220829,20220829,O,0
014462.OF,光大保德信汇佳A,光大保德信基金,中国工商银行,混合型,20220728,,,20220525,,0.3473,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20220829,20220829,O,0
016029.OF,湘财成长优选一年持有A,湘财基金,宁波银行,混合型,20220728,,,20220704,,2.0186,1.5,0.25,,1.0,0.0001,,中证800指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20221027,20230728,O,0
014311.OF,大成优质精选A,大成基金,中国工商银行,混合型,20220728,,,20220506,,4.4372,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220831,20220831,O,0
014678.OF,永赢添添悦6个月持有A,永赢基金,兴业银行,混合型,20220727,,,20220614,,0.8041,0.4,0.05,,1.0,0.001,,中债-综合全价(总值)指数收益率*85%+中证800指数收益率*10%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20221026,20230127,O,0
015061.OF,中信建投沪深300指数增强A,中信建投基金,中信银行,股票型,20220727,,,20220628,,1.5774,1.0,0.1,,1.0,0.001,,沪深300指数收益率*95%+中证综合债指数收益率*5%,L,增强指数型,契约型开放式,,20221018,20221018,O,0
014374.OF,景顺长城隽丰平衡养老目标三年持有,景顺长城基金,中国农业银行,混合型,20220727,,,20220513,,1.1024,1.0,0.15,,1.0,0.0001,,中证800指数收益率*50%+中证全债指数收益率*35%+恒生指数收益率(使用估值汇率折算)*5%+上海黄金交易所Au99.99现货实盘合约收益率*5%+商业银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20221025,20250728,O,0
014433.OF,国泰智享科技1个月滚动A,国泰基金,杭州银行,混合型,20220727,,,20220520,,0.1105,1.2,0.2,,1.0,0.0001,,中证TMT产业主题指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20220829,20220829,O,0
015326.OF,交银慧选睿信一年持有A,交银施罗德基金,中信银行,混合型,20220727,,,20220711,,6.304,0.9,0.15,,1.0,0.0001,,中债综合全价指数收益率*50%+沪深300指数收益率*50%,L,混合型,契约型开放式,,20221103,20230727,O,0
015707.OF,安信新能源主题A,安信基金,招商银行,股票型,20220726,,,20220704,,0.2049,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*80%+中债综合(全价)指数收益率*15%+恒生综合指数收益率(经汇率调整后)*5%,L,股票型,契约型开放式,,20221025,20221025,O,0
014482.OF,华夏融盛可持续一年持有A,华夏基金,江苏银行,混合型,20220726,,,20220518,,2.3428,1.2,0.2,,1.0,0.0001,,MSCI中国A股指数收益率*60%+中证港股通综合指数收益率*20%+中债总指数收益率*20%,L,混合型,契约型开放式,,20221019,20230726,O,0
015297.OF,华夏聚泓优选一年持有A,华夏基金,中国光大银行,混合型,20220726,,,20220704,,1.0848,0.8,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20221020,20230726,O,0
016053.OF,泰康先进材料A,泰康基金,华夏银行,股票型,20220726,,,20220711,,0.1294,1.5,0.2,,1.0,0.001,,中证新材料主题指数收益率*80%+恒生指数收益率*10%+金融机构人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20220919,20220919,O,0
016056.OF,博时纳斯达克100美元现汇A,博时基金,中信银行,股票型,20220726,,,20220718,,0.0,0.5,0.15,,0.1481,0.01,,纳斯达克100指数收益率(经汇率调整)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220803,20220803,O,0
014725.OF,广发成长动力三年持有A,广发基金,平安银行,混合型,20220726,,,20220617,,31.0335,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*25%+中债-新综合财富(总值)指数收益率*15%,L,混合型,契约型开放式,,20220926,,O,0
016055.OF,博时纳斯达克100A,博时基金,中信银行,股票型,20220726,,,20220718,,0.1315,0.5,0.15,,1.0,0.0001,,纳斯达克100指数收益率(经汇率调整)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220803,20220803,O,0
014686.OF,招商核心装备A,招商基金,平安银行,混合型,20220726,,,20220613,,2.5591,1.2,0.2,,1.0,0.0001,,中证军工指数收益率*60%+中证高端装备制造指数收益率*20%+恒生综合指数收益率(经汇率调整后)*10%+中债综合(全价)指数收益率*10%,L,混合型,契约型开放式,,20220826,20220826,O,0
016067.OF,鹏华新能源汽车A,鹏华基金,中国工商银行,混合型,20220726,,,20220711,,26.5143,1.2,0.2,,1.0,0.0001,,中证新能源汽车指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20221025,20221025,O,0
014957.OF,华富消费成长A,华富基金,中国建设银行,股票型,20220722,,,20220627,,5.7389,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*75%+中证全债指数收益率*15%+中证港股通消费主题指数收益率*10%,L,股票型,契约型开放式,,20220802,20220802,O,0
011629.OF,银河核心优势A,银河基金,交通银行,混合型,20220722,,,20220420,,4.0875,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+中债综合全价指数收益率*25%,L,混合型,契约型开放式,,20220822,20220822,O,0
016233.OF,创金合信增福稳健养老一年持有,创金合信基金,中国建设银行,混合型,20220721,,,20220718,,0.1,0.6,0.15,,1.0,0.0001,,中债新综合财富指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220826,20230721,O,0
015285.OF,国投瑞银产业转型一年持有A,国投瑞银基金,中国工商银行,混合型,20220721,,,20220706,,13.0425,1.2,0.2,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220921,20230721,O,0
014589.OF,招商成长先导A,招商基金,中国农业银行,股票型,20220721,,,20220602,,2.5571,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*80%+恒生综合指数收益率(经汇率调整后)*10%+中债综合(全价)指数收益率*10%,L,股票型,契约型开放式,,20220822,20220822,O,0
013680.OF,华安品质甄选A,华安基金,浦发银行,混合型,20220720,,,20220707,,10.1517,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20220727,20220727,O,0
015129.OF,国泰君安善远平衡配置一年持有A,国泰君安资管,浦发银行,混合型,20220720,,,20220606,,1.6178,0.7,0.15,,1.0,0.0001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20220801,20230720,O,0
014668.OF,银华专精特新量化优选A,银华基金,中国工商银行,股票型,20220720,,,20220608,,0.3252,1.2,0.2,,1.0,0.001,,中证1000指数收益率*85%+商业银行活期存款利率(税后)*10%+中证港股通综合指数(人民币)收益率*5%,L,股票型,契约型开放式,,20221019,20221019,O,0
015999.OF,中欧预见稳健养老一年持有A,中欧基金,招商银行,混合型,20220719,,,20220704,,8.7063,0.5,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+中证800指数收益率*15%+中证港股通综合指数(人民币)收益率*3%+中证商品期货成份指数收益率*2%,L,混合型,契约型开放式,,20221018,20230719,O,0
016185.OF,广发中证全指电力公用事业联接A,广发基金,中国建设银行,股票型,20220719,,,20220711,,0.137,0.5,0.1,,1.0,0.0001,,中证全指电力公用事业指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220727,20220727,O,0
015258.OF,鹏华稳享一年持有A,鹏华基金,广发银行,混合型,20220719,,,20220627,,2.652,0.6,0.15,,1.0,0.0001,,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20230109,20230719,O,0
016130.OF,国泰君安品质生活A,国泰君安资管,中信银行,混合型,20220719,,,20220718,,0.1001,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20220801,20220801,O,0
015894.OF,平安中证消费电子主题联接A,平安基金,中信建投证券,股票型,20220719,,,20220704,,0.159,0.5,0.1,,1.0,0.0001,,中证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220803,20220803,O,0
014070.OF,汇添富均衡增长三个月持有A,汇添富基金,北京银行,混合型,20220719,,,20220418,,0.7832,1.0,0.2,,1.0,0.001,,中证800指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20221010,20221019,O,0
015699.OF,平安均衡成长2年持有A,平安基金,中国工商银行,混合型,20220719,,,20220506,,3.8294,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*20%+恒生指数收益率(经汇率调整)*20%,L,混合型,契约型开放式,,20220815,20240719,O,0
015553.OF,融通价值成长A,融通基金,中国农业银行,混合型,20220718,,,20220701,,8.321,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证香港100指数收益率*20%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20220818,20220818,O,0
